Year Month,Postal Code,Customer Class,Total Gallons
201407,78744,Irrigation - Multi-Family,"1,821,800"
201403,78722,Residential,"7,343,400"
201403,78752,Residential,"10,982,000"
201306,78613,Irrigation - Multi-Family,"51,000"
201608,78702,Irrigation - Residential,"13,500"
201605,78759,Multi-Family,"37,470,400"
201602,78724,Multi-Family,"11,803,700"
201701,78725,Irrigation - Residential,0
201612,78749,Multi-Family,"16,555,500"
201212,78747,Multi-Family,"7,417,300"
201701,78748,Irrigation - Multi-Family,"4,464,400"
201701,78724,Irrigation - Residential,"19,500"
201807,78744,Irrigation - Multi-Family,"4,352,700"
201309,78725,Multi-Family,"349,900"
201609,78756,Irrigation - Residential,"75,800"
201401,78712,Residential,0
201209,78617,Residential,"22,260,700"
201806,78759,Irrigation - Residential,"113,600"
201204,78724,Multi-Family,"10,912,100"
201710,78723,Multi-Family,"24,027,100"
201203,78652,Residential,"696,200"
201208,78717,Irrigation - Residential,"51,300"
201605,78660,Irrigation - Multi-Family,"1,145,600"
201203,78727,Multi-Family,"21,012,400"
201203,78735,Multi-Family,"9,733,400"
201609,78751,Multi-Family,"13,912,200"
201202,78719,Multi-Family,"584,700"
201610,78701,Irrigation - Residential,"36,000"
201401,78705,Multi-Family,"28,399,300"
201611,78725,Irrigation - Residential,0
201602,78745,Irrigation - Residential,"52,100"
201302,78717,Irrigation - Multi-Family,"1,708,900"
201302,78736,Multi-Family,"2,042,900"
201507,78726,Irrigation - Residential,"74,900"
201803,78613,Irrigation - Multi-Family,"319,100"
201603,78756,Irrigation - Residential,"30,600"
201308,78744,Irrigation - Multi-Family,"2,176,800"
201411,78727,Multi-Family,"20,058,400"
201208,78731,Irrigation - Residential,"723,100"
201511,78717,Irrigation - Multi-Family,"3,566,600"
201803,78758,Residential,"32,004,800"
201602,78613,Irrigation - Multi-Family,"608,000"
201401,78731,Residential,"49,735,200"
201403,78652,Irrigation - Residential,"43,400"
201411,78746,Irrigation - Residential,"288,900"
201210,78705,Irrigation - Multi-Family,"426,800"
201203,78750,Irrigation - Residential,0
201212,78753,Irrigation - Residential,"3,000"
201502,78758,Multi-Family,"41,953,700"
201202,78747,Residential,"18,220,900"
201609,78660,Multi-Family,"4,727,600"
201302,78729,Irrigation - Residential,"10,800"
201502,78749,Multi-Family,"14,911,000"
201303,78652,Irrigation - Residential,"55,200"
201512,78722,Irrigation - Multi-Family,"134,600"
201507,78739,Residential,"36,325,800"
201507,78727,Residential,"42,812,000"
201207,78725,Residential,"3,040,000"
201702,78731,Irrigation - Multi-Family,"320,200"
201604,78744,Irrigation - Residential,"35,700"
201610,78730,Irrigation - Residential,"205,900"
201209,78723,Irrigation - Multi-Family,"412,700"
201301,78735,Multi-Family,"10,784,100"
201512,78746,Multi-Family,"13,184,700"
201607,78742,Multi-Family,"267,300"
201201,78731,Multi-Family,"16,367,600"
201505,78745,Irrigation - Residential,"54,000"
201209,78757,Irrigation - Residential,"93,000"
201605,78729,Irrigation - Residential,"2,800"
201509,78717,Irrigation - Residential,"65,800"
201309,78613,Irrigation - Multi-Family,"75,000"
201201,78748,Irrigation - Residential,0
201502,78722,Multi-Family,"2,215,300"
201407,78702,Residential,"26,922,500"
201705,78747,Residential,"24,918,600"
201609,78749,Irrigation - Residential,"46,800"
201506,78759,Residential,"52,499,300"
201307,78748,Irrigation - Multi-Family,"9,658,300"
201610,78741,Irrigation - Residential,"21,000"
201302,78759,Residential,"49,386,100"
201211,78736,Irrigation - Multi-Family,"122,000"
201312,78724,Multi-Family,"12,139,200"
201205,78756,Irrigation - Residential,"89,400"
201508,78705,Irrigation - Multi-Family,"682,900"
201410,78749,Residential,"60,342,300"
201304,78705,Irrigation - Multi-Family,"611,400"
201301,78729,Residential,"22,484,300"
201505,78705,Residential,"8,271,600"
201208,78721,Irrigation - Multi-Family,"392,000"
201712,78735,Irrigation - Multi-Family,"1,510,200"
201703,78759,Irrigation - Residential,"54,700"
201509,78727,Residential,"61,587,000"
201802,78758,Irrigation - Multi-Family,"1,523,900"
201312,78748,Irrigation - Residential,"11,900"
201611,78746,Residential,"45,391,200"
201510,78702,Irrigation - Residential,"41,200"
201307,78731,Irrigation - Multi-Family,"1,099,700"
201510,78729,Residential,"28,581,000"
201703,78731,Residential,"45,008,300"
201301,78752,Multi-Family,"20,669,400"
201303,78747,Irrigation - Multi-Family,"445,100"
201611,78653,Irrigation - Residential,0
201411,78735,Irrigation - Multi-Family,"915,800"
201510,78736,Multi-Family,"2,246,100"
201406,78729,Multi-Family,"20,566,800"
201307,78723,Irrigation - Multi-Family,"295,100"
201411,78747,Multi-Family,"7,698,500"
201310,78741,Irrigation - Residential,"25,600"
201405,78725,Residential,"2,598,000"
201211,78731,Multi-Family,"20,008,300"
201210,78613,Multi-Family,"14,000"
201208,78701,Residential,"1,873,300"
201212,78741,Irrigation - Residential,"20,700"
201208,78759,Irrigation - Residential,"199,900"
201303,78721,Residential,"14,251,900"
201204,78705,Multi-Family,"31,612,800"
201609,78754,Irrigation - Residential,"32,300"
201303,78705,Multi-Family,"32,908,800"
201805,78754,Residential,"24,591,900"
201807,78759,Residential,"91,282,000"
201406,78727,Multi-Family,"19,549,200"
201503,78702,Irrigation - Multi-Family,"462,200"
201503,78660,Irrigation - Residential,"6,600"
201606,78736,Irrigation - Residential,"19,700"
201305,78741,Irrigation - Multi-Family,"3,874,400"
201502,78746,Irrigation - Multi-Family,"113,800"
201503,78703,Multi-Family,"11,369,200"
201310,78730,Irrigation - Multi-Family,"854,900"
201510,78724,Multi-Family,"13,251,100"
201205,78750,Residential,"73,636,200"
201608,78728,Multi-Family,"9,190,400"
201602,78731,Multi-Family,"15,954,600"
201602,78660,Irrigation - Residential,"11,300"
201809,78717,Irrigation - Residential,"37,900"
201204,78652,Residential,"797,700"
201807,78731,Irrigation - Multi-Family,"1,178,100"
201512,78744,Irrigation - Residential,"23,400"
201208,78726,Multi-Family,"11,733,100"
201607,78725,Residential,"3,467,100"
201504,78724,Irrigation - Multi-Family,"145,000"
201606,78746,Irrigation - Residential,"265,300"
201210,78735,Irrigation - Multi-Family,"2,692,300"
201301,78613,Irrigation - Multi-Family,"15,000"
201801,78754,Irrigation - Residential,"23,600"
201202,78736,Irrigation - Multi-Family,"130,800"
201508,78749,Irrigation - Multi-Family,"6,759,100"
201201,78704,Irrigation - Residential,"104,800"
201607,78721,Irrigation - Multi-Family,"173,000"
201209,78704,Residential,"65,413,000"
201509,78745,Residential,"96,060,700"
201304,78737,Irrigation - Residential,"2,800"
201305,78738,Residential,"8,500"
201302,78752,Multi-Family,"16,756,000"
201809,78752,Multi-Family,"18,646,000"
201311,78756,Multi-Family,"5,616,900"
201505,78747,Residential,"20,491,000"
201407,78729,Irrigation - Residential,"17,600"
201408,78660,Irrigation - Multi-Family,"1,522,400"
201603,78746,Multi-Family,"12,517,300"
201612,78756,Irrigation - Multi-Family,"187,500"
201404,78617,Irrigation - Residential,"4,200"
201712,78652,Residential,"3,802,800"
201801,78729,Multi-Family,"21,010,400"
201611,78722,Irrigation - Residential,0
201403,78705,Irrigation - Multi-Family,"286,600"
201407,78721,Irrigation - Multi-Family,"23,900"
201612,78750,Irrigation - Multi-Family,"696,500"
201602,78660,Multi-Family,"4,000,000"
201202,78705,Multi-Family,"29,797,500"
201509,78727,Irrigation - Residential,"36,500"
201201,78725,Residential,"2,119,300"
201210,78721,Irrigation - Multi-Family,"523,000"
201609,78722,Multi-Family,"3,373,000"
201503,78722,Irrigation - Multi-Family,"7,000"
201302,78738,Residential,"6,900"
201408,78729,Irrigation - Multi-Family,"4,271,400"
201410,78748,Irrigation - Residential,"20,300"
201310,78727,Multi-Family,"22,596,200"
201701,78723,Irrigation - Multi-Family,"261,000"
201507,78753,Irrigation - Residential,"2,700"
201805,78704,Residential,"46,311,000"
201303,78724,Irrigation - Residential,"9,500"
201603,78731,Irrigation - Residential,"360,700"
201610,78747,Irrigation - Multi-Family,"1,392,200"
201604,78660,Irrigation - Residential,"11,400"
201203,78751,Irrigation - Residential,"42,200"
201210,78617,Irrigation - Residential,0
201308,78726,Multi-Family,"11,875,000"
201401,78747,Irrigation - Residential,800
201309,78731,Irrigation - Multi-Family,"1,263,100"
201406,78729,Irrigation - Multi-Family,"3,346,700"
201401,78726,Irrigation - Residential,"2,300"
201412,78753,Multi-Family,"51,488,800"
201804,78652,Irrigation - Multi-Family,"502,600"
201206,78722,Multi-Family,"3,296,900"
201506,78735,Multi-Family,"8,241,600"
201308,78652,Irrigation - Residential,"54,800"
201311,78741,Irrigation - Residential,"10,600"
201206,78756,Multi-Family,"5,843,300"
201712,78739,Residential,"37,623,900"
201208,78757,Multi-Family,"17,072,900"
201212,78731,Irrigation - Multi-Family,"806,100"
201503,78738,Residential,"10,000"
201604,78717,Irrigation - Residential,"32,400"
201207,78754,Residential,"30,488,100"
201605,78757,Multi-Family,"13,058,900"
201608,78730,Residential,"42,818,300"
201505,78751,Multi-Family,"12,325,500"
201702,78717,Irrigation - Multi-Family,"1,936,900"
201404,78705,Irrigation - Multi-Family,"363,100"
201804,78726,Irrigation - Residential,"56,100"
201209,78746,Irrigation - Residential,"691,200"
201304,78745,Irrigation - Residential,"41,100"
201308,78613,Multi-Family,"261,300"
201412,78748,Multi-Family,"17,182,900"
201301,78753,Residential,"43,503,200"
201301,78728,Irrigation - Multi-Family,"539,800"
201210,78652,Residential,"664,000"
201502,78759,Multi-Family,"32,470,700"
201202,78727,Irrigation - Residential,"1,600"
201611,78721,Irrigation - Multi-Family,"155,300"
201410,78721,Residential,"13,088,200"
201312,78717,Residential,"21,327,700"
201403,78742,Residential,"739,700"
201211,78704,Irrigation - Residential,"174,400"
201602,78749,Residential,"45,339,400"
201502,78752,Multi-Family,"16,638,800"
201802,78750,Irrigation - Multi-Family,"954,100"
201210,78736,Multi-Family,"2,315,300"
201804,78726,Multi-Family,"12,790,700"
201408,78660,Multi-Family,"4,558,200"
201302,78747,Irrigation - Residential,"59,000"
201711,78730,Irrigation - Multi-Family,"1,955,400"
201507,78732,Residential,"4,900"
201311,78701,Residential,"1,075,300"
201309,78759,Irrigation - Multi-Family,"1,896,000"
201201,78746,Irrigation - Multi-Family,"373,500"
201602,78717,Irrigation - Residential,"11,000"
201306,78756,Irrigation - Residential,"54,000"
201502,78721,Residential,"11,646,200"
201304,78701,Residential,"1,256,800"
201209,78731,Irrigation - Multi-Family,"1,766,200"
201511,78741,Irrigation - Residential,"12,500"
201204,78722,Multi-Family,"2,780,700"
201709,78705,Multi-Family,"42,691,700"
201312,78744,Multi-Family,"24,139,500"
201801,78717,Multi-Family,"14,113,900"
201705,78757,Multi-Family,"13,411,000"
201606,78751,Multi-Family,"13,035,500"
201603,78729,Irrigation - Multi-Family,"1,855,000"
201203,78652,Irrigation - Residential,"19,700"
201802,78749,Multi-Family,"14,062,400"
201201,78745,Multi-Family,"33,699,900"
201606,78717,Irrigation - Multi-Family,"5,397,400"
201510,78722,Irrigation - Residential,"2,900"
201207,78745,Multi-Family,"35,101,300"
201603,78757,Irrigation - Multi-Family,"228,600"
201601,78731,Multi-Family,"17,587,800"
201604,78731,Residential,"52,557,200"
201503,78759,Residential,"47,116,000"
201503,78729,Irrigation - Multi-Family,"1,078,000"
201201,78758,Irrigation - Residential,0
201209,78754,Irrigation - Multi-Family,"3,257,100"
201201,78705,Residential,"8,330,700"
201504,78727,Multi-Family,"19,052,000"
201208,78703,Irrigation - Residential,"2,162,000"
201612,78748,Irrigation - Residential,"30,200"
201211,78730,Multi-Family,"4,958,000"
201609,78735,Irrigation - Multi-Family,"4,744,700"
201609,78717,Irrigation - Residential,"29,000"
201308,78717,Irrigation - Multi-Family,"7,347,200"
201305,78703,Irrigation - Multi-Family,"461,700"
201312,78746,Multi-Family,"11,540,100"
201207,78738,Residential,"8,300"
201410,78747,Residential,"23,317,300"
201510,78701,Residential,"1,377,100"
201807,78742,Multi-Family,"273,800"
201610,78736,Multi-Family,"3,051,800"
201409,78660,Irrigation - Multi-Family,"1,484,000"
201203,78721,Residential,"14,854,000"
201205,78613,Irrigation - Multi-Family,"58,000"
201806,78617,Irrigation - Multi-Family,"9,700"
201410,78758,Residential,"39,720,200"
201508,78746,Irrigation - Residential,"977,600"
201803,78725,Irrigation - Residential,0
201303,78749,Residential,"59,558,400"
201610,78751,Irrigation - Residential,"117,500"
201312,78730,Irrigation - Residential,"48,200"
201210,78704,Residential,"49,172,100"
201504,78752,Residential,"11,352,400"
201304,78617,Multi-Family,"2,846,400"
201404,78736,Irrigation - Residential,"6,600"
201308,78702,Irrigation - Residential,"24,000"
201204,78736,Multi-Family,"2,132,600"
201205,78652,Multi-Family,"19,400"
201510,78719,Multi-Family,"561,200"
201610,78613,Irrigation - Multi-Family,"1,591,400"
201805,78756,Irrigation - Multi-Family,"284,100"
201604,78729,Multi-Family,"21,434,400"
201710,78745,Irrigation - Multi-Family,"3,925,900"
201412,78717,Multi-Family,"9,632,900"
201407,78727,Multi-Family,"20,771,000"
201210,78704,Irrigation - Multi-Family,"2,546,100"
201505,78746,Irrigation - Residential,"283,400"
201205,78703,Irrigation - Residential,"1,701,700"
201608,78703,Irrigation - Residential,"2,118,800"
201305,78746,Irrigation - Residential,"449,800"
201209,78756,Irrigation - Residential,"106,500"
201407,78702,Irrigation - Residential,"20,900"
201410,78652,Multi-Family,"35,000"
201205,78753,Irrigation - Multi-Family,"3,554,400"
201302,78724,Irrigation - Residential,"7,900"
201507,78745,Irrigation - Residential,"84,400"
201301,78731,Multi-Family,"19,645,900"
201512,78728,Irrigation - Residential,"2,600"
201804,78751,Irrigation - Multi-Family,"464,600"
201208,78729,Irrigation - Residential,"15,000"
201707,78748,Multi-Family,"25,197,800"
201806,78735,Multi-Family,"13,073,400"
201308,78731,Multi-Family,"19,461,800"
201411,78757,Residential,"33,716,600"
201501,78737,Irrigation - Residential,"6,700"
201601,78747,Multi-Family,"7,560,500"
201608,78724,Multi-Family,"12,788,900"
201210,78726,Irrigation - Residential,"2,800"
201706,78729,Residential,"24,700,200"
201210,78758,Irrigation - Residential,"32,600"
201711,78727,Multi-Family,"22,202,000"
201707,78759,Multi-Family,"41,296,500"
201504,78704,Irrigation - Residential,"106,900"
201307,78725,Residential,"3,239,200"
201602,78721,Irrigation - Residential,"4,100"
201502,78726,Irrigation - Residential,"2,400"
201504,78747,Multi-Family,"6,438,400"
201511,78729,Residential,"23,619,300"
201612,78729,Irrigation - Multi-Family,"2,520,000"
201604,78744,Irrigation - Multi-Family,"2,259,200"
201601,78754,Irrigation - Residential,"21,300"
201201,78750,Residential,"44,194,700"
201606,78705,Multi-Family,"33,341,000"
201302,78705,Irrigation - Residential,"55,800"
201601,78741,Irrigation - Multi-Family,"1,349,800"
201509,78724,Residential,"23,004,600"
201301,78721,Irrigation - Multi-Family,0
201604,78736,Irrigation - Residential,"19,100"
201612,78736,Irrigation - Multi-Family,"329,000"
201509,78736,Irrigation - Residential,"26,900"
201404,78731,Irrigation - Residential,"353,600"
201403,78652,Residential,"603,600"
201212,78726,Irrigation - Multi-Family,"3,943,200"
201809,78758,Irrigation - Residential,"52,600"
201401,78729,Multi-Family,"21,916,100"
201405,78704,Residential,"48,867,200"
201202,78756,Multi-Family,"5,467,000"
201508,78723,Multi-Family,"23,028,800"
201302,78742,Multi-Family,"340,600"
201312,78744,Irrigation - Multi-Family,"1,018,500"
201205,78744,Residential,"56,080,500"
201606,78719,Multi-Family,"419,900"
201509,78727,Multi-Family,"22,174,700"
201206,78729,Multi-Family,"26,584,700"
201609,78721,Irrigation - Multi-Family,"170,700"
201802,78705,Residential,"8,115,000"
201405,78705,Irrigation - Residential,"100,200"
201501,78750,Irrigation - Multi-Family,"699,000"
201801,78729,Irrigation - Residential,"4,000"
201407,78727,Residential,"47,427,000"
201506,78747,Multi-Family,"7,037,500"
201707,78719,Residential,"1,709,400"
201505,78748,Irrigation - Residential,"22,500"
201505,78751,Residential,"13,701,000"
201403,78746,Irrigation - Multi-Family,"180,100"
201512,78738,Residential,"5,600"
201702,78741,Irrigation - Residential,"20,300"
201512,78757,Irrigation - Residential,"1,600"
201401,78751,Residential,"15,581,700"
201204,78759,Multi-Family,"35,997,000"
201211,78736,Multi-Family,"2,165,600"
201204,78739,Irrigation - Residential,0
201506,78730,Irrigation - Residential,"46,600"
201210,78724,Multi-Family,"13,036,500"
201604,78750,Residential,"42,132,500"
201508,78746,Multi-Family,"15,294,100"
201605,78758,Multi-Family,"46,857,500"
201401,78736,Multi-Family,"2,269,400"
201204,78731,Irrigation - Multi-Family,"485,000"
201612,78759,Irrigation - Residential,"24,800"
201508,78702,Multi-Family,"11,039,200"
201506,78721,Irrigation - Multi-Family,"53,800"
201610,78741,Irrigation - Multi-Family,"3,256,600"
201504,78749,Irrigation - Residential,"29,300"
201207,78735,Residential,"42,311,200"
201505,78724,Irrigation - Residential,"16,200"
201207,78748,Irrigation - Multi-Family,"8,030,500"
201402,78730,Irrigation - Multi-Family,"121,300"
201512,78756,Irrigation - Residential,"26,000"
201406,78745,Residential,"75,703,100"
201507,78746,Multi-Family,"11,704,900"
201508,78729,Multi-Family,"23,394,700"
201211,78756,Irrigation - Residential,"65,900"
201503,78730,Irrigation - Residential,"65,200"
